Name,color_wine,Price,ml,Rating,RatingNum,Country,ABV,img
Chateau Pontet-Canet 2015,Red Wine,127.97,750,4.3,40,Bordeaux Red Blends from Pauillac / Bordeaux / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTE5RBFIm8ekOiYduDqGVfjz_PSkGNgFTuiXfLmYZ1QtbcjBfdRgg1b4F20hI&s
No Girls La Paciencia Vineyard Syrah 2013,Red Wine,127.97,750,0,0,Syrah /Shiraz from Walla Walla Valley / Columbia Valley / Washington,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcaJ5IgYhYach9q642Ic3ih_MbrK5THpM_QQiVCdlzaan1QGqyEGbdqOlQRro&s
No Girls La Paciencia Vineyard Grenache 2010,Red Wine,127.97,750,0,0,Grenache from Walla Walla Valley / Columbia Valley / Washington,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXfmzZMwJVoHfmJ7KM5xCdaZpr4k_nZZ9BCyBUdl1evhbcLz2gGjz6xAWVi_E&s
Sena 2017,Red Wine,127.99,750,4.6,7,Bordeaux Red Blends from Aconcagua Valley / Chile,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm1Xlyxy9QVeV0J0oKfPW3mWvsTesuONnRZRWEG18zddxATczSj8rNH3yoBw&s
Azelia Barolo Cerretta 2018,Red Wine,128.99,750,0,0,Nebbiolo from Serralunga d'Alba / Piedmont / Italy,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMhc-NPEFy0DdgUuxtZid2jjrf8Hd-KgC_HrETfJEfDReDGlxBrbZM9vNkdTg&s
Chateau Beychevelle 2018,Red Wine,128.99,750,4.2,6,Bordeaux Red Blends from St-Julien / Bordeaux / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDvuyjLdAeIBD6DrHTqtWNQtZvVwxVMSU6wtsKowgMWMJrfpxrG9yM4dBTsQ&s
Domaine Bott Cote-Rotie 2019,Red Wine,129,750,0,0,Syrah /Shiraz from Cote Rotie / Rhone / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSmiCXCVQMYaqnPbM5ioD8IH6ugqbuLzom3c5-d28GIFu3J9Uxnrojx-vUYAU&s
J.J. Prum Wehlener Sonnenuhr Riesling Kabinett (1.5 Liter Magnum) 2020,White Wine,129,1500,0,0,Riesling from Mosel / Germany,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqL7BrC9HAHWE_K6N2tf2D7NbZP8N-c8MVLbMhDHj-ExSg3K9K0l8-lTZyww&s
J.J. Prum Graacher Himmelreich Riesling Kabinett (1.5 Liter Magnum) 2020,White Wine,129,1500,0,0,Riesling from Mosel / Germany,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRD9ERnFKO3JvHa4xPxI_A1S70YK55HueZz-ql1N2-xtCQ03qsUPh_rESdTBa8&s
Rhys Vineyards Horseshoe Vineyard Pinot Noir 2017,Red Wine,129,750,0,0,Pinot Noir from Santa Cruz Mountains / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThDKXxSU4yEpb65lG4pPedpsoZMKqtt2h8nKIX1bo4QeUnOPT_L7jXxm1s5no&s
Alban Reva Estate Syrah 2017,Red Wine,129.97,750,0,0,Syrah /Shiraz from Edna Valley / Central Coast / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6Ao9y54Cy04LwUnU2X9TDLdK1rr2Gf_9tSJ-ZwZ5_GPxJJgXsfT_0zY5lO2U&s
Anakota Helena Dakota Vineyard Cabernet Sauvignon 2016,Red Wine,129.97,750,0,0,Cabernet Sauvignon from Knights Valley / Sonoma County / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpMnswnU1YD3iexFpFuBa-7kK9fvKjqoMJCRtYKxBZILmRCin_OGmqn2tcCBM&s
Billecart-Salmon Brut Reserve (1.5 Liter Magnum),Sparkling & Champagne,129.97,1500,0,0,Non-Vintage Sparkling Wine from Champagne / France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScEqVAuz8ISuYGTap1crmRvBqlikE30hhVA9mxo01QfOyVQe6QERaK1YW0Jg&s
Chateau Les Carmes Haut Brion (Futures Pre-Sale) 2020,Red Wine,129.97,750,0,0,Bordeaux Red Blends from Pessac-Leognan / Bordeaux / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmOlg8lqGYOXtZr4XlB4Nw__viTNrwTap1ItNOGO2dyaStvdKySe22FLU_Wg&s
Clos du Marquis 2000,Red Wine,129.97,750,0,0,Bordeaux Red Blends from St-Julien / Bordeaux / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT4e76uh_mzG2z7YAYWuCwCu8jUQ9i2HnqqzJ-WAAQ57mNSU5xjEgS3xliuQ&s
Del Dotto The David 2002,Red Wine,129.97,750,0,0,Bordeaux Red Blends from Rutherford / Napa Valley / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2Ntob4ggQdpXGsyyvc4_uiPRKhBEP481mJ0sTFBFdG3q_r2dRSOy1a90y1UI&s
Domaine de la Pousse d'Or Corton Clos du Roi Grand Cru 2008,Red Wine,129.97,750,0,0,Pinot Noir from Aloxe-Corton / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQURbf_qnDx-lAoadMhoGJhjXSbGlROiZfg8kUtpttJSQ29d6L8LwlyyL49xA&s
Domaine M & S Ogier Cote Rotie 2010,Red Wine,129.97,750,0,0,Syrah /Shiraz from Cote Rotie / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwB2jqGgwh58GSDfF_c8wxMVgklPcXc-Sdurgjq4Wj1UXwovFvc1-Vcry9mSM&s
Domaine Nicolas Rossignol Pommard Rugiens Premier Cru 2011,Red Wine,129.97,750,0,0,Pinot Noir from Pommard / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4id2XMrEOJtVPPm9wUbbE0ekJZawGIZzPIwFHRR3aVqykUMqQroKNSFM6RA&s
Frederic Esmonin Mazy-Chambertin Grand Cru 2013,Red Wine,129.97,750,0,0,Pinot Noir from Gevrey-Chambertin / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs9TBMg_r0765mp53TcGbZ8ck1EkMxAaF6M1upZgpFZbQe70s9d7-QdmZ8Yg&s
Freemark Abbey Bosche Cabernet Sauvignon 2005,Red Wine,129.97,750,0,0,Cabernet Sauvignon from Napa Valley / California,14.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2IEhd6WJ_8dXkeoVlbgZIhABYw8yDS6zoLliQMQg_roU9WG5AkTsDWrdecMs&s
Maison Champy Mazis Chambertin Grand Cru 2006,Red Wine,129.97,750,0,0,Pinot Noir from Gevrey-Chambertin / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn2ZXIIaRzEDY6B3d0Q6a0QoIW8ePlkzpmsZzHa0F6I3TL28m2kpO55UzhHXY&s
Merus Cabernet Sauvignon 2003,Red Wine,129.97,750,0,0,Cabernet Sauvignon from Napa Valley / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkmQP4AARZ3dczCxpVvrCx4F30N5T_aTBRZK0v2kNWBw4ZfWavyU2oMd-4Bg&s
Pride Mountain Vineyards Cabernet Sauvignon (damaged labels) 2002,Red Wine,129.97,750,0,0,Cabernet Sauvignon from North Coast / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSadd8nSMpD82mHXAjcd1u3nx5VQKo-ShMU-2LftsqXny3gVhtgGz9YAJFY5w&s
A.J. Adam Hofberg Reserve Riesling Trocken 2019,White Wine,129.99,750,0,0,Riesling from Mosel / Germany,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoQTzmtzS2E93r_QAHeSXY_YxCGgLnM_7NgGWYymNsyf1MKBjuJmg6LNprLvM&s
Accendo Cellars Laurea Cabernet Sauvignon 2018,Red Wine,129.99,750,0,0,Cabernet Sauvignon from Napa Valley / California,14.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSi08c8qgHQd_xBbgVSbWqD_G3QSub-cNPzy15sJuPRycBW6Ps7eH-T9-BBA&s
Achaval-Ferrer Finca Mirador Malbec 2018,Red Wine,129.99,750,0,0,Malbec from Mendoza / Argentina,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEgp411AnSgP3xdolsxCTYj4GKGJ0iV0duVp5WV91bwSVP6fKapAOQ6tvImA&s
Achaval-Ferrer Finca Bella Vista Malbec 2018,Red Wine,129.99,750,0,0,Malbec from Mendoza / Argentina,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXzCNTIkjJb5LC9v9s1EbFuQW0eP2akYgSmucQetlC_O5R2izqnKC_uCa07g&s
Acumen Peak Cabernet Sauvignon 2016,Red Wine,129.99,750,0,0,Cabernet Sauvignon from Atlas Peak / Napa Valley / California,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7lSLQb9wGRXdFatt8mlP7PG-OCpuqY9PCBqnnLjxdm3BM0A7LnmHOobupLvo&s
Albert Bichot Aloxe-Corton Les Fournieres Premier Cru Domaine du Pavillon Monopole 2019,Red Wine,129.99,750,0,0,Pinot Noir from Aloxe-Corton / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUE4Y1QVbEh85_9yPIeosne0fa32xX-R2VrVJh2zYyNHNSRQ2f8eyRJSkG0Q&s
Albert Bichot Meursault Domaine du Pavillon 2019,White Wine,129.99,750,0,0,Chardonnay from Meursault / Cote de Beaune / Cote d'Or / Burgundy / France,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8MDKxuYHg6DlTedLkb_h5M-nS3oM_Qt6874ZLDfgD3Ak2zsdcreaygQXIdjE&s
Altesino Brunello di Montalcino Riserva 2016,Red Wine,129.99,750,0,0,Sangiovese from Montalcino / Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJvippzC60rBctLixdViOS1woJsbt_dBvfqZANKNfMfUYGup7twimMfinWWw&s
Andremily Eaba 2018,Red Wine,129.99,750,0,0,Rhone Red Blends from Santa Barbara / Central Coast / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXCer1bXEm1e18QSKOntjxpKE_9uTihX_4FPcEQiAAr3xZzStsdgM69-UUUKI&s
Argentiera Bolgheri Superiore 2018,Red Wine,129.99,750,4.9,25,Bordeaux Red Blends from Bolgheri / Tuscany / Italy,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIut9veHLjHAdIUoxPi3_weZAXmhQrwaENSFQ4pQQnxWBSOkgRqyNEYYYeig&s
Arnot-Roberts Fellom Ranch Cabernet Sauvignon 2018,Red Wine,129.99,750,0,0,Cabernet Sauvignon from Santa Cruz Mountains / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHlYJxpFDi2bLtkzOWIB9N5nlc5xnOdr9PG-bLvcN5o8B3a3qcGtCno2qLqPI&s
Austin Hope Cabernet Sauvignon (1.5 Liter Magnum) 2019,Red Wine,129.99,1500,4.4,9,Cabernet Sauvignon from Paso Robles / Central Coast / California,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzMbZQZUTkKFxErR2_SF8Sjl4Yy0jf-BrKw9IpQ0RED9hQ1qqYqggXXIRETSU&s
Ayala Brut Majeur (1.5 Liter Magnum),Sparkling & Champagne,129.99,1500,0,0,Non-Vintage Sparkling Wine from Champagne / France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDgWgzLlDu9UTPT4EN_yfXq-IhTdoxZNfjQXtlAAf5hLQf63w3eCdPj870TBA&s
Azelia Barolo San Rocco 2017,Red Wine,129.99,750,0,0,Nebbiolo from Serralunga d'Alba / Piedmont / Italy,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxrBmaa4rYE3NYQHAxujcrczgKKjii4vNbadh0c_8tv9_4w_3RXpkMjy-mnR4&s
Bergstrom Sigrid Chardonnay 2018,White Wine,129.99,750,0,0,Chardonnay from Willamette Valley / Oregon,13.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1kthmGQ-LJiGRxa7onV-TYslyNqA2xtt4jRP5aBqPfbnHpqNDoDTpeqpc_w&s
CADE Howell Mountain Estate Cabernet Sauvignon 2018,Red Wine,129.99,750,4.3,24,Cabernet Sauvignon from Howell Mountain / Napa Valley / California,15.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDM5ib8xiDccdLUXt8k4khH_5hvsxC-JkzxPsT5OciFnKnongDf4hV3Hl8iA&s
Castellare I Sodi S. Niccolo 2017,Red Wine,129.99,750,4.4,5,Sangiovese from Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ76iRwUH26FBvVDjQN2i0tdZCkFQASQUP0t3BRrB4eB_pWJ2cZAgobdH0l9w8&s
Catena Zapata Adrianna White Stones Chardonnay 2019,White Wine,129.99,750,0,0,Chardonnay from Mendoza / Argentina,12.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB2F6n9Ubs9qqlP7ss6-Heo0Q4EGHRDjEBFgJxp2iWa0NnCZKaJQuwXhrOFQ&s
Cayuse Camaspelo 2019,Red Wine,129.99,750,0,0,Bordeaux Red Blends from Walla Walla Valley / Columbia Valley / Washington,13.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT36iEQ7tfoQ3h6EQKW_z6FQrfW-0BmH_2srJXstTa_3spV53fY0phyxVoGXYA&s
Chanson Pere & Fils Beaune Clos des Feves Premier Cru Monopole 2019,Red Wine,129.99,750,0,0,Pinot Noir from Beaune / Cote de Beaune / Cote d'Or / Burgundy / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3JOTsjTv14KtnrTt1L8VnbjAx3qetawOEdiFluNzf6_-0v2m7kZBU1MffTa0&s
Chanson Pere & Fils Chassagne-Montrachet Les Chenevottes Premier Cru 2019,White Wine,129.99,750,0,0,Chardonnay from Chassagne-Montrachet / Cote de Beaune / Cote d'Or / Burgundy / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCNP5y38gXpK_QXUlcmmr4ZkSLeMmAv8ujhuKmwpctWmrBkPVcBBPFtQ-vD2Y&s
Chanson Pere & Fils Beaune Clos des Mouches Rouge Premier Cru 2020,Red Wine,129.99,750,0,0,Pinot Noir from Beaune / Cote de Beaune / Cote d'Or / Burgundy / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYCSLBTps8k2YsocOhHulcs7ztRe19k7NS2JHr8GFUeSFi7EVFJSWc_TYdoA&s
Chanson Pere & Fils Beaune Clos des Feves Premier Cru Monopole 2018,Red Wine,129.99,750,0,0,Pinot Noir from Beaune / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXqhfby_dE3FOIlPvWc47pHFGIJsJ1LMCPnkZs2aM5mek6rKtRz9wNX3xfuA&s
Chanson Pere & Fils Beaune Clos des Feves Premier Cru Monopole 2020,Red Wine,129.99,750,0,0,Pinot Noir from Beaune / Cote de Beaune / Cote d'Or / Burgundy / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR40OMyoVLtrtlKRD5Tf8JkEXHoKPUA8UKQkIi7K2N6zazKK3OSuI275hYDB14&s
Chateau Clerc Milon 2018,Red Wine,129.99,750,0,0,Bordeaux Red Blends from Pauillac / Bordeaux / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_zBPN2Jnteb70cYOEYxvCii-s7nGihNpTOk2fr90fbSEJTcBgL6xhqiCVOg&s
Chateau de Saint Cosme Gigondas (1.5 Liter Magnum) 2020,Red Wine,129.99,1500,0,0,Rhone Red Blends from Gigondas / Rhone / France,15.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdO1fhI4U1XL4A1j5ejf9NhdK5c7kQfXq-E4RpYbD6QzvKPscelNNgQBEcTw&s
Chateau Fuisse Pouilly-Fuisse Le Clos 2020,White Wine,129.99,750,0,0,Chardonnay from Pouilly-Fuisse / Maconnais / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBVmiGAWotpTu-yDhCIZ390saIaK0FbIy2I3jXs2VwkmYyZ0CsUsYlz64_IiQ&s
Churchill's Vintage Port 2017,0,129.99,750,0,0,Port from Douro / Portugal,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGhwIUne97TtwukFuhb0kZ1S0IplCgFPQfnXiEaxDNBcviDJaly1_zIbNr89c&s
Clos Fourtet 2018,Red Wine,129.99,750,0,0,Bordeaux Red Blends from St. Emilion / Bordeaux / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLJKkFGNBOa96Y6N__pPXkpqBuKsC2I22bI7g-bOYvn2OM-uJcUMW43LY7WBs&s
Clos Saint-Jean Chateauneuf Du Pape Vieilles Vignes (1.5 Liter Magnum) 2019,Red Wine,129.99,1500,0,0,Rhone Red Blends from Chateauneuf-du-Pape / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJOR4VguWdser0rnWJ593ArpOk0XEDrjVZeQbkufEVLkCEMVt-zD8JGHg_IA&s
Clos Saint-Jean Chateauneuf Du Pape Vieilles Vignes (1.5 Liter Magnum) 2013,Red Wine,129.99,1500,0,0,Rhone Red Blends from Chateauneuf-du-Pape / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPA2kqBBzRLjaOK-PpgqulUFQBwDT61HPmvbF4Imv4gMCzuUS5Xnxz4O0Y73M&s
Conterno Fantino Barolo Sori Ginestra 2017,Red Wine,129.99,750,0,0,Nebbiolo from Barolo / Piedmont / Italy,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZ9UmK8YULpiWkA29Fe8GBu0bKJAJacZo45eNwZdjDiHLAZ9cVEop7uSYLnQ&s
Covenant Cabernet Sauvignon (OU Kosher) 2020,Red Wine,129.99,750,0,0,Cabernet Sauvignon from Napa Valley / California,14.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSII5nF8HKa5xXkSrkJCD9LQTq4IoI9wvsBZ2pc8ctorM3WKUbng8Rm_G43Vw&s
Davies Estate Cabernet Sauvignon 2018,Red Wine,129.99,750,0,0,Cabernet Sauvignon from Diamond Mountain District / Napa Valley / California,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkFSBthJcC0iWWLzTANxZm0BPH2n33p5-yOPJhnpOlH4qyGAeXVmVPUZUY0A&s
Delamotte Blanc de Blancs 2014,Sparkling & Champagne,129.99,750,0,0,Vintage Sparkling Wine from Champagne / France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSliof4bSWPesz0AUyNpGi96-wQqcEAvtP7_ob50ios_LzEUF6hGIqfTvpsyjs&s
Domaine Bertagna Vosne-Romanee Les Beaux Monts Premier Cru 2017,Red Wine,129.99,750,0,0,Pinot Noir from Vosne-Romanee / Cote de Nuits / Cote d'Or / Burgundy / France,14.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9FNWr1t0aOPVQ_cwPQLZ9ZaPzBRtL_iZrtSSv05zMWJ64fxAlPytbjUKoOw&s
Domaine Buisson-Charles Meursault La Vigne de 1945 2020,White Wine,129.99,750,0,0,Chardonnay from Meursault / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNfP5MFlKBZAFnXgxgw-S7hs8ugi7A4_hiyUyURjNVFscuUAGgXv1_7lDaYdw&s
Domaine Casenobe Rivesaltes 1972,0,129.99,750,0,0,Other Fortified from Rivesaltes / Roussillon / South of France / France,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNpOugdgJGTwqU4upkoAgQfpnyrJhDUfhAtIFr2-9fsh5-yGWXybkloUSljiY&s
Domaine de la Janasse Chateauneuf-du-Pape (1.5 Liter Magnum) 2011,Red Wine,129.99,1500,0,0,Rhone Red Blends from Chateauneuf-du-Pape / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpEw2lbCVNM_1BlM1IURoPq1gYbj8mVfqHHsdNL32d7XCdAvkXSuvq5b2vDg&s
Domaine de la Vougeraie Vougeot Les Cras Premier Cru 2019,Red Wine,129.99,750,0,0,Pinot Noir from Vougeot / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9WQpBQxm9bK0PVtssTElDYrULx7LS3PdRoYeKqwYpZPsgS1cCnuW5Gd1SfHA&s
Domaine Fernand & Laurent Pillot Pommard Les Rugiens Premier Cru 2017,Red Wine,129.99,750,0,0,Pinot Noir from Pommard / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWM3l1LZnzE_YrMqHEVxNinaB-srpr7gCOy-Wkq3AaIwzDXGoy8vQo2jWWCs0&s
Domaine Heitz-Lochardet Pommard Les Rugiens Premier Cru 2017,Red Wine,129.99,750,0,0,Pinot Noir from Pommard / Cote de Beaune / Cote d'Or / Burgundy / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw1pvCloAkXkimsytOkmwJrhcj27KI4Zf6XYGsQpeu00cDXXrXgjOYVR3UlpI&s
Domaine Henri Gouges Nuits-Saint-Georges Les Chaignots Premier Cru 2018,Red Wine,129.99,750,0,0,Pinot Noir from Nuits-St-Georges / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0Fb4R0GvjxUdjNSjAMyKaccGOu8iT52zFYDg5-g8bDzKir16O6zX0ybvSqQ&s
Domaine Jean Grivot Nuits-Saint-Georges Les Charmois 2019,Red Wine,129.99,750,0,0,Pinot Noir from Nuits-St-Georges / Cote de Nuits / Cote d'Or / Burgundy / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoZ9kCFCl-3uFxGUOOOucm98cpo7kKsNWV5-DScarrxQjiY1ND1LkR5wbO1g&s
Domaine Jean-Jacques Confuron Nuits-St-Georges Les Chaboeufs Premier Cru 2018,Red Wine,129.99,750,0,0,Pinot Noir from Nuits-St-Georges / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNu7Vv2bM_iA0V2xNK7nNAVvSESVK9S3uubvYtISDbFvuVrAF1VEN4gXbslLE&s
Domaine Joseph Voillot Volnay Les Fremiets Premier Cru 2019,Red Wine,129.99,750,0,0,Pinot Noir from Volnay / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZwSztTmgptqWqc92LByKonkV2JibQTMWLedfZXp2gKjdHowvrwqwvuJ5N4w&s
Domaine Leflaive Pouilly-Fuisse Le Chaneau 2018,White Wine,129.99,750,0,0,Chardonnay from Pouilly-Fuisse / Maconnais / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqdxjLKobSb4gyD4nsWo5bq_BJu8_khiGLkN7Alp1vXf0zXlkU5PlSzVJarWA&s
Domaine Louis Boillot Gevrey-Chambertin Champonnet Premier Cru 2018,Red Wine,129.99,750,0,0,Pinot Noir from Gevrey-Chambertin / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4sXSVBqjXKsjZf1BeBCHV7vejMHV_dbZ3P8dU-iXIxnHhlpxHJlOwCSbMLw&s
Domaine Parent Pommard Les Argillieres Premier Cru 2018,Red Wine,129.99,750,0,0,Pinot Noir from Pommard / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0sRKFeJu7qbWz42rgh3xedIaM8mr3MF8XBNr8UURofltms0JXToeBxKCf0A&s
Domaine Parent Pommard Les Chanlins Premier Cru 2017,Red Wine,129.99,750,0,0,Pinot Noir from Pommard / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8j1_qo4TnHgGbIUw9ofmjVENL9U28Ou4B5wmJsUP2SSbC1kIHg732jtdddA&s
Domaine Ponsot Morey-St-Denis Cuvee des Grives 2019,Red Wine,129.99,750,0,0,Pinot Noir from Morey-St-Denis / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWKZABT91ZQG8bA4cKItW2-XcgdFdjTSzPjPB3MiWmW89LrzLwFsnqj05CC4U&s
Domaine Thibault Liger-Belair Nuits-Saint-Georges La Charmotte 2017,Red Wine,129.99,750,0,0,Pinot Noir from Nuits-St-Georges / Cote de Nuits / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5BE2mIRj6mxpHu56mMTi0ovQDJz8cctUJ9naWbMTcUVg4wEk6ISo4uWF3vX0&s
Donatella Cinelli Colombini Brunello di Montalcino Riserva 2015,Red Wine,129.99,750,0,0,Sangiovese from Montalcino / Tuscany / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTakp2FMZMVpYF9eWDpz-Zp3814gbK7xG7mOKeBH_IPebxnRHmAz8I1teMA31c&s
Dow's Vintage Port 2017,Collectible,129.99,750,0,0,Port from Douro / Portugal,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA0-_Wkj0NUzMjth3Qkp24H9F92NF1C_Y3q6Q_oYd7nWVF5I42XkXFy150mQ&s
Dugat-Py Pernand-Vergelesses Sous-Fretille Premier Cru 2013,White Wine,129.99,750,0,0,Chardonnay from Pernand-Vergelesses / Cote de Beaune / Cote d'Or / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy2SMNYbirOT-Y5uytVIqRwhCEt24cCS_WnZZRbj7j9bPjNo-IeDJGCpaGlg&s
El Enemigo Gran Enemigo Agrelo Single Vineyard 2017,Red Wine,129.99,750,0,0,Cabernet Franc from Mendoza / Argentina,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThJWRq0Q7k0F-YPssoMS5FYpMalmAHasGNV_dMlFwX5Rl8HbnPL_z85PIm6g&s
Fanti Vigne le Macchiarelle Brunello di Montalcino Riserva 2016,Red Wine,129.99,750,0,0,Sangiovese from Montalcino / Tuscany / Italy,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqzVjGFa-xMuVZYze83IuYwYzZq_Zu4K3vFu4gspZeiosDmAh65q9_4dCdA4c&s
Fattoria dei Barbi Brunello di Montalcino Vigna del Fiore 2012,Red Wine,129.99,750,0,0,Sangiovese from Montalcino / Tuscany / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrgv1C_b-tDTaFi2GnGRpfrQrDNlsbzLYpdUIDQVC0t3iCoq_pc8fCW8U6Fw&s
